q1answer,q2answer,q3answer,q4answer,q5answer,q6answer,group_id,q1confidence,q2confidence,q3confidence,q4confidence,q5confidence,q6confidence,participant_id,q1wordsTotal,q2wordsTotal,q3wordsTotal,q4wordsTotal,q5wordsTotal,q6wordsTotal,q1interventionsTotal,q2interventionsTotal,q3interventionsTotal,q4interventionsTotal,q5interventionsTotal,q6interventionsTotal,q1wordLengthMean,q2wordLengthMean,q3wordLengthMean,q4wordLengthMean,q5wordLengthMean,q6wordLengthMean
8,8,10,7,5,0,346,3,4,4,3,2,5,2509,,27,41,27,51,,,3,5,4,6,,,4.074074074,4.780487805,4.730769231,3.78,
7,6,10,0,4,0,346,4,3,5,1,3,5,2510,,32,125,134,42,,,4,14,8,3,,,4.548387097,4.338709677,4.634328358,4.619047619,
4,5,0,4,4,4,347,4,4,5,5,4,4,2518,145,,,63,18,130,20,,,9,2,14,4.75,,,4.290322581,5.666666667,4.5390625
0,2,7,1,7,0,347,5,4,3,3,2,5,2516,16,,,59,48,68,5,,,11,6,11,5.1875,,,4.824561404,4.29787234,4.590909091
10,8,10,1,9,3,347,4,4,4,4,5,4,2521,138,,,107,131,180,16,,,19,19,26,4.284671533,,,4.528846154,4.410852713,4.530726257
9,2,1,0,6,0,350,4,4,4,4,3,5,2555,67,,51,44,,13,15,,11,8,,5,4.641791045,,4.745098039,4.568181818,,5.083333333
6,6,10,0,4,0,350,5,4,5,5,4,5,2548,92,,52,57,,56,23,,13,11,,13,4.336956522,,4.153846154,4.192982456,,4.472727273
10,10,7,5,5,0,350,5,5,3,5,3,5,2551,63,,47,58,,44,16,,8,6,,10,4.612903226,,4.680851064,4.672413793,,3.954545455
0,4,2,10,2,2,357,4,3,4,4,3,4,2601,,30,,32,32,41,,4,,6,10,7,,4.233333333,,3.625,4.633333333,4.3
5,3,2,7,5,0,357,5,3,2,5,3,5,2579,,37,,93,58,60,,3,,12,9,8,,4.228571429,,4.444444444,4.379310345,4.568965517
10,10,10,0,10,5,357,5,5,5,5,5,5,2581,,73,,147,153,143,,2,,11,14,7,,4.166666667,,4.397260274,4.625,4.545454545
8,4,10,2,7,7,365,4,4,5,4,4,4,2653,,,75,48,69,93,,,15,14,13,27,,,4.148648649,4.369565217,4.147058824,4.43956044
8,5,10,0,10,0,365,3,4,4,4,4,5,2645,,,52,53,54,76,,,13,12,18,19,,,4.3,4.075471698,4.811320755,4.783783784
5,0,1,3,8,0,365,3,5,4,4,4,5,2649,,,86,50,88,94,,,22,12,21,24,,,4.069767442,4.346938776,3.894117647,4.795698925
3,7,10,0,8,2,366,3,4,5,5,3,4,2644,62,,,85,73,61,11,,,10,10,10,4.393442623,,,4.635294118,4.479452055,4.852459016
6,0,4,7,7,1,366,3,5,3,4,3,1,2648,108,,,170,125,75,30,,,39,38,23,4.103773585,,,4.241176471,4.336,4.133333333
3,5,8,6,5,0,366,3,5,5,4,2,5,2651,112,,,112,93,112,22,,,21,17,23,4.03960396,,,4.592592593,4.215909091,4.163461538
7,1,5,5,5,7,367,3,5,2,2,3,3,2654,,,157,197,188,174,,,24,37,27,41,,,3.843137255,4.371134021,4.423913043,4.51744186
7,5,4,4,7,0,367,3,4,2,3,3,5,2643,,,54,71,56,40,,,10,13,10,17,,,3.981481481,4.342857143,3.818181818,4.4
2,2,10,2,10,1,367,4,4,5,4,5,4,2652,,,85,60,66,95,,,11,15,10,21,,,4.05952381,4.457627119,4.121212121,3.744680851
8,7,7,7,7,0,371,4,3,4,4,4,5,2670,30,,,25,,22,3,,,3,,5,4.964285714,,,4,,5
1,6,1,0,5,0,371,4,3,4,5,3,5,2671,66,,40,20,,23,7,,4,5,,6,4.538461538,,4.026315789,4.263157895,,4.173913043
7,6,4,5,7,4,371,4,4,3,4,4,4,2669,65,,31,75,,17,4,,7,5,,4,5.301587302,,4.548387097,4.053333333,,5.294117647
9,2,2,0,6,2,374,4,4,3,5,3,3,2682,26,34,18,13,,,3,4,2,4,,,3.48,3.90625,3.764705882,3.083333333,,
5,0,8,0,10,3,374,3,4,4,5,5,3,2685,22,50,59,23,,,7,9,6,7,,,3.904761905,4.340909091,4.072727273,3.695652174,,
2,8,10,3,1,3,374,4,3,5,3,4,4,2689,48,57,31,22,,,9,8,5,6,,,4.476190476,4.142857143,3.857142857,4.8,,
8,7,8,0,7,1,375,3,4,4,5,3,5,2697,28,26,,,4,28,5,6,,,2,6,4.607142857,3.846153846,,,3,4.285714286
7,8,9,5,7,0,375,2,4,3,3,3,5,2695,47,65,,,5,32,9,10,,,3,7,4.760869565,3.646153846,,,2.2,4.5
5,7,5,2,9,1,375,4,4,5,4,5,4,2696,40,45,,,3,34,8,7,,,2,6,4,3.954545455,,,3.666666667,4.294117647
2,7,3,0,10,0,376,3,3,3,5,4,5,2699,,90,23,,47,59,,12,5,,6,10,,3.955555556,3.434782609,,4.446808511,3.881355932
4,3,8,4,7,8,376,2,3,4,3,3,4,2712,,25,24,,34,47,,4,3,,6,10,,3.76,3.739130435,,4.235294118,3.808510638
10,2,8,0,6,3,376,4,4,4,5,3,3,2711,,47,16,,27,22,,7,4,,5,6,,4.723404255,3.25,,4,4.909090909
7,7,8,10,6,0,383,4,4,4,1,3,5,2742,25,32,34,,,56,6,8,5,,,8,4.72,3.40625,3.735294118,,,3.678571429
5,3,10,4,7,3,383,3,3,4,3,3,4,2739,50,71,38,,,144,8,17,10,,,25,4.177777778,3.696969697,3.941176471,,,4.045454545
2,0,10,0,5,10,383,3,5,5,5,5,4,2734,49,59,38,,,58,11,8,9,,,12,4.170212766,3.762711864,4.210526316,,,4.052631579
0,8,6,6,6,1,384,4,3,3,3,2,3,2758,57,,,40,20,43,12,,,13,7,15,4.403508772,,,4.05,3.65,4.674418605
0,3,2,3,3,0,384,4,4,3,4,3,5,2781,32,,,31,8,5,9,,,4,2,2,4.125,,,3.866666667,4.875,2.8
10,8,7,8,6,0,384,4,4,3,4,3,5,2754,79,,,49,68,53,11,,,9,5,14,3.924050633,,,4.354166667,3.941176471,4.490566038
1,7,5,4,8,3,385,4,3,3,4,3,2,2766,57,15,,,33,51,12,9,,,10,10,4.087719298,3.8,,,5.03030303,4.28
3,2,9,1,9,6,385,3,4,4,5,5,3,2784,57,43,,,28,31,10,11,,,9,8,4.285714286,3.928571429,,,4.285714286,4.612903226
5,5,6,7,4,1,385,3,3,4,3,3,2,2755,98,48,,,51,28,9,7,,,5,5,4.4,4.666666667,,,4.434782609,4.28
6,3,10,0,7,5,386,3,4,5,4,3,4,2763,,,85,72,188,48,,,9,13,15,7,,,3.964285714,4.180555556,3.87027027,4.130434783
6,7,9,3,10,3,386,3,4,5,4,5,3,2785,,,46,71,41,34,,,8,8,6,9,,,4.097560976,4.15625,3.72972973,3.774193548
7,10,9,6,8,5,386,3,5,4,3,3,2,2770,,,34,119,92,19,,,7,20,20,8,,,3.647058824,4.12605042,4.108695652,4.789473684
4,8,4,0,7,0,387,4,5,3,5,4,5,2765,88,56,,13,,3,9,8,,4,,1,3.872093023,4,,3.333333333,,2.5
4,10,5,0,6,0,387,4,4,3,5,3,5,2774,19,37,,5,,3,4,8,,3,,1,4.526315789,4.861111111,,3,,2.666666667
0,4,10,0,10,0,387,5,4,4,5,3,4,2772,49,72,,6,,4,10,17,,4,,2,4.142857143,3.972222222,,4.166666667,,4.75
7,10,6,7,6,0,388,3,5,3,3,2,1,2778,27,,,,5,8,4,,,,2,2,4.925925926,,,,3.25,5.875
5,0,8,0,10,3,388,3,5,4,5,5,4,2786,19,,14,,4,22,7,,2,,1,6,3.842105263,,4.230769231,,2.5,4.238095238
8,10,10,0,10,2,388,3,5,5,5,4,4,2769,61,,13,,4,16,7,,3,,1,5,3.819672131,,4.307692308,,4.25,3.4
4,9,10,7,10,10,393,2,5,5,3,3,4,2805,,76,92,,82,124,,13,17,,16,17,,4.368421053,4.619565217,,4.182926829,4.556451613
7,2,6,2,8,2,393,4,4,3,4,3,4,2814,,36,62,,56,71,,9,10,,12,11,,3.885714286,4.064516129,,3.75,3.814285714
10,10,10,0,5,5,393,5,5,5,5,3,3,2803,,19,46,,29,54,,6,6,,8,4,,4.578947368,4.586956522,,3.620689655,4.296296296
3,3,8,10,6,1,395,4,4,3,4,3,5,2830,,48,,76,69,39,,10,,11,9,10,,4.255319149,,3.92,4.5,4.526315789
3,3,9,0,10,2,395,5,5,5,5,4,5,2819,,55,,44,69,41,,9,,8,8,10,,4.945454545,,4.604651163,4.705882353,4.926829268
5,2,1,4,2,0,395,4,4,4,3,3,5,2804,,79,,110,80,33,,9,,9,11,7,,4.164556962,,4.545454545,5.303797468,4.696969697
2,0,4,0,10,7,397,4,5,4,5,3,2,2838,126,,60,,75,52,11,,9,,13,10,4.214285714,,4.551724138,,4.662162162,3.88
0,7,3,0,10,0,397,4,3,2,5,5,5,2826,72,,29,,42,76,13,,6,,10,13,4.333333333,,4.571428571,,4.12195122,4.376811594
9,4,6,2,7,3,397,4,3,3,4,3,4,2822,77,,21,,32,43,10,,5,,7,9,4.155844156,,3.952380952,,4.5,4.093023256
10,10,7,5,3,0,416,5,5,3,4,4,4,2941,64,,39,26,,12,13,,8,4,,4,4.859375,,3.923076923,4.769230769,,4.583333333
0,5,5,3,5,0,416,4,3,4,3,2,5,2934,59,,16,52,,7,14,,5,10,,5,4.474576271,,3.875,4.038461538,,5.714285714
0,2,3,1,5,0,417,5,5,5,5,5,5,2950,132,87,111,,,82,19,14,20,,,15,4.174242424,4.534883721,4.135135135,,,4.134146341
7,9,10,0,10,8,417,3,4,5,5,5,3,2940,105,117,113,,,57,18,12,16,,,5,4.35,4.290909091,4.54954955,,,3.622641509
7,10,10,1,2,7,417,3,5,5,5,5,5,2952,164,175,161,,,127,28,21,31,,,19,4.402515723,4.064705882,4.044585987,,,4.177419355
8,10,8,0,0,0,418,4,5,4,1,1,1,2953,36,29,,41,92,,7,3,,6,14,,3.944444444,4.24137931,,3.390243902,4.847826087,
7,9,9,0,8,8,418,5,5,3,5,3,3,2933,90,58,,123,107,,17,11,,26,15,,4.533333333,4.086206897,,3.926829268,4.392523364,
10,0,10,6,10,0,418,5,5,5,3,5,5,2948,215,122,,174,135,,24,13,,24,21,,4.325581395,4.442622951,,4.075144509,4.563909774,
2,6,2,10,7,5,419,4,3,4,4,3,4,2962,,6,57,,16,15,,3,5,,4,2,,3.333333333,4.218181818,,3.1875,2.933333333
0,5,10,0,5,0,419,3,4,4,4,3,4,2956,,69,67,,25,14,,10,8,,4,4,,4.391304348,3.955223881,,3.96,4.071428571
10,10,10,0,10,5,419,5,5,5,5,5,5,2964,,17,12,,8,2,,5,4,,4,2,,4.125,4.75,,2.75,1.5
5,7,8,1,6,4,420,3,3,4,5,3,2,2930,36,,1,14,18,,4,,1,3,3,,4.971428571,,1,3.428571429,3.888888889,
2,3,10,0,5,0,420,4,3,4,4,2,4,2929,47,,8,7,40,,3,,2,2,4,,4.234042553,,3.75,3.142857143,3.875,
4,8,5,0,8,6,420,3,4,3,5,3,3,2949,4,,3,6,6,,1,,1,2,2,,3.333333333,,2.333333333,3.5,3.8,
2,0,5,0,5,0,422,3,4,3,5,3,4,2946,3,,3,,6,4,2,,2,,2,2,2.333333333,,1.666666667,,3,3.75
3,7,8,0,0,0,422,2,3,3,4,5,5,2968,4,,8,,8,8,2,,2,,3,2,3,,2.142857143,,4.125,2.666666667
7,9,6,0,0,0,422,5,5,5,5,5,5,2971,7,,5,,18,8,4,,3,,8,4,3.857142857,,3.6,,4.5,5.25
9,8,10,1,10,8,423,4,5,5,5,5,5,2966,58,,8,,75,73,7,,3,,8,7,4.068965517,,4,,4.283783784,4.513888889
7,3,8,5,5,5,423,3,4,4,3,3,3,2976,70,,12,,105,92,9,,6,,25,18,4.428571429,,3.666666667,,4.424242424,4.788888889
5,4,10,0,8,3,423,4,4,4,4,4,2,2973,17,,28,,40,24,4,,3,,10,7,3.4375,,4.285714286,,4.6,4.5
10,3,10,6,10,6,424,4,3,4,3,4,3,2980,,11,6,19,7,,,5,2,4,2,,,4.363636364,3,3.166666667,3.142857143,
4,6,4,3,6,7,424,3,4,3,4,4,3,2957,,4,4,4,3,,,2,2,2,2,,,2.75,2.75,2.75,4.333333333,
5,0,10,0,10,0,424,3,5,4,5,5,5,2974,,1,7,45,9,,,1,2,6,5,,,2,3,3.87804878,4.111111111,
1,1,10,0,2,0,428,5,5,5,5,5,5,2981,52,33,,28,,81,7,7,,10,,17,3.903846154,4.242424242,,4.642857143,,4.12345679
5,3,5,3,8,7,428,2,4,4,3,4,3,3005,33,32,,25,,42,6,7,,10,,14,4.3125,3.833333333,,3.92,,4.380952381
1,0,5,2,0,0,428,3,4,3,4,4,5,3007,54,49,,30,,61,11,12,,7,,12,3.740740741,3.87755102,,3.933333333,,4.229508197
10,9,10,0,9,2,429,5,5,5,5,5,4,3023,26,12,23,,35,,7,5,5,,7,,3.625,4,3.954545455,,4.90625,
2,9,2,2,3,2,429,4,5,4,4,4,4,3032,42,4,7,,57,,8,2,2,,10,,4.047619048,1.75,2.857142857,,3.631578947,
6,8,4,4,5,2,429,2,4,2,2,3,3,3040,73,41,101,,39,,10,9,12,,6,,4,3.666666667,4.077777778,,3.333333333,
5,9,7,7,4,4,430,4,5,4,4,3,3,3037,51,,,42,20,22,7,,,6,3,5,4.045454545,,,4.894736842,3.470588235,4.210526316
8,2,10,0,8,0,430,4,4,4,5,3,5,3036,44,,,38,23,23,6,,,5,4,4,4.477272727,,,4.394736842,4.086956522,4.130434783
6,1,10,8,8,0,430,3,4,5,4,4,5,3046,50,,,27,18,15,7,,,8,5,4,3.860465116,,,4.173913043,4.357142857,4.363636364
3,1,2,8,10,0,434,4,5,3,5,4,5,3070,38,,,31,79,51,5,,,6,10,7,4.297297297,,,4.433333333,3.91025641,4.25
8,0,7,10,8,10,434,4,4,4,3,3,4,3112,43,,,46,62,89,6,,,6,10,9,4.333333333,,,4.025,4.053571429,4.8
0,1,1,3,5,0,434,4,5,4,3,3,5,3106,77,,,27,59,69,7,,,7,9,10,4.766233766,,,4.962962963,4.034482759,4.782608696
8,4,9,7,1,2,435,4,3,4,3,3,5,3069,100,37,137,,58,,11,9,11,,9,,4.329787234,4.142857143,4.623076923,,4.211538462,
2,8,1,0,2,1,435,4,4,4,5,3,5,3103,67,38,110,,27,,10,7,13,,7,,4.166666667,3.789473684,4.196261682,,4.037037037,
6,0,10,10,0,0,435,4,5,3,5,2,5,3114,15,17,7,,3,,5,5,3,,2,,3.733333333,4.941176471,2.714285714,,3.666666667,
7,8,2,5,7,0,436,4,4,3,3,4,5,3098,35,70,50,71,,,8,11,7,11,,,4.657142857,4.2,4.3,4.845070423,,
2,10,7,8,10,5,436,3,2,2,5,4,4,3073,70,88,55,43,,,7,11,7,9,,,3.842857143,3.829545455,4.055555556,4.452380952,,
7,3,8,2,8,4,436,2,4,4,4,3,4,3079,61,105,106,57,,,12,19,10,11,,,4.803278689,4.048076923,4.283018868,4.315789474,,
7,2,7,2,1,1,438,3,4,2,2,5,5,3100,,16,48,29,,13,,2,3,4,,1,,4.6875,4.104166667,4,,3.461538462
10,8,10,6,3,0,438,5,4,5,4,3,5,3110,,26,14,56,,8,,5,4,7,,3,,3.653846154,4.454545455,4.072727273,,4
6,7,10,0,8,0,438,3,4,3,4,4,5,3105,,12,19,30,,7,,3,3,5,,2,,4.666666667,4.894736842,3.333333333,,4.714285714
9,8,9,2,4,1,439,4,3,5,4,3,4,3091,80,,50,45,,27,6,,8,3,,3,4.35443038,,4.58,5.113636364,,4.592592593
2,0,10,7,8,3,439,3,4,4,4,4,5,3089,37,,115,104,,14,3,,11,4,,4,4.405405405,,4.571428571,4.788461538,,5
8,9,2,4,6,1,439,4,4,3,4,3,4,3113,39,,62,43,,15,4,,4,3,,3,4.333333333,,4.433333333,4.928571429,,4.769230769
3,1,8,0,4,3,440,3,4,3,5,3,4,3066,,18,3,8,,9,,5,1,3,,4,,4.352941176,2,3.875,,3.888888889
0,8,5,0,7,0,440,5,4,2,4,3,5,3083,,8,8,29,,11,,2,3,5,,3,,3.5,3.625,4.344827586,,3.727272727
6,6,9,10,8,1,440,3,4,4,5,4,4,3072,,14,6,2,,19,,6,2,1,,5,,3.692307692,2.666666667,2,,4.421052632
0,10,10,0,10,10,442,5,5,5,5,5,5,3085,,,17,27,11,4,,,5,5,1,1,,,4.6875,4.925925926,3.727272727,2.75
5,10,7,0,9,7,442,2,5,3,5,4,4,3102,,,56,35,34,19,,,8,6,7,4,,,4.509803922,4.09375,4.428571429,4.0625
2,3,2,2,2,1,442,2,3,2,2,2,1,3092,,,46,21,59,58,,,7,4,4,3,,,4.266666667,5.15,5.120689655,4.344827586
5,9,10,0,10,0,449,5,5,5,5,5,5,3186,55,,35,59,,77,10,,8,16,,17,4.037037037,,4.257142857,3.983050847,,4.090909091
1,0,2,1,3,0,449,4,5,4,5,3,5,3203,130,,86,77,,126,18,,12,13,,20,4.661538462,,4.094117647,4.103896104,,4.523809524
7,3,7,0,4,3,449,4,5,4,5,3,3,3211,175,,163,137,,144,32,,21,26,,30,4.2,,4.172839506,4.386861314,,4.173611111
4,5,10,0,7,1,450,3,4,4,5,3,4,3175,77,29,48,,70,,8,8,16,,11,,4.246753247,4.107142857,4.958333333,,3.869565217,
0,2,5,3,0,0,450,5,4,3,3,5,4,3199,86,32,82,,167,,14,14,16,,13,,3.872093023,4.5,4.317073171,,4.281437126,
10,5,10,0,10,5,450,5,3,5,5,5,3,3210,84,79,79,,130,,14,16,19,,25,,3.843373494,4.166666667,4.474358974,,3.930769231,
1,0,7,3,0,2,451,3,5,3,3,5,4,3173,24,,4,35,55,,2,,2,1,3,,4.416666667,,4.5,5.142857143,4.148148148,
3,8,10,10,9,6,451,2,5,5,5,3,3,3207,18,,8,79,20,,3,,4,4,3,,4.166666667,,4.142857143,4.435897436,4.111111111,
10,8,5,0,10,0,451,4,4,4,5,5,5,3204,66,,44,100,64,,5,,5,6,7,,4.787878788,,4.75,4.85,4.5625,
0,6,0,9,9,0,452,5,5,5,5,5,5,3206,,,123,136,34,89,,,22,13,10,31,,,5.041322314,4.733333333,4.235294118,4.730337079
5,10,10,2,7,10,452,5,5,5,5,4,5,3177,,,85,87,65,121,,,20,16,18,28,,,4.674698795,4.209302326,4.646153846,4.100840336
5,7,8,3,5,0,452,4,3,4,3,3,5,3189,,,67,54,44,51,,,9,8,14,12,,,4.287878788,5.185185185,4.409090909,4.490196078
7,3,8,4,6,6,453,3,3,4,3,2,2,3205,13,42,21,,89,,4,4,4,,9,,4.615384615,4.30952381,4.714285714,,4.651685393,
7,0,7,0,0,0,453,4,1,4,1,1,1,3197,42,114,75,,64,,13,23,11,,11,,5.214285714,4.043859649,4.135135135,,4.603174603,
10,7,10,4,5,0,453,5,4,5,5,5,5,3174,50,77,49,,29,,10,12,7,,4,,3.92,4.210526316,4.244897959,,5.068965517,
7,3,5,6,7,0,454,4,2,3,3,4,1,3198,61,26,,76,,64,7,8,,8,,10,4.295081967,4.923076923,,4.552631579,,4.546875
5,4,7,0,5,0,454,3,3,4,1,3,1,3195,52,36,,99,,64,5,8,,7,,9,3.846153846,4.305555556,,4.424242424,,4.390625
0,5,5,4,10,1,454,4,4,3,3,4,4,3200,3,11,,51,,29,2,6,,6,,5,1.333333333,6,,4.607843137,,4.862068966
2,0,5,2,5,4,464,4,4,3,3,3,2,3288,80,95,116,,64,,10,10,11,,9,,4.4875,4.829787234,3.922413793,,4.492063492,
5,7,7,0,10,0,464,3,5,3,5,4,5,3289,92,103,57,,54,,13,8,9,,7,,4.184782609,4.323529412,4.035714286,,4.074074074,
6,3,8,0,10,0,464,3,4,4,5,4,5,3284,65,71,94,,73,,11,6,10,,10,,4.061538462,4.38028169,4.053191489,,4.767123288,
9,8,7,7,9,1,465,3,4,3,3,4,4,3296,33,,35,44,,26,5,,5,6,,5,4.303030303,,3.914285714,4.186046512,,4.08
3,3,4,0,6,0,465,3,4,3,5,3,5,3294,127,,78,50,,14,6,,10,6,,5,4.598425197,,3.896103896,3.76,,3.769230769
10,8,8,0,8,3,465,5,4,4,4,3,3,3303,107,,105,81,,39,11,,13,10,,8,4.177570093,,3.771428571,4.432098765,,4.102564103
5,1,7,0,0,0,468,3,4,4,5,5,5,3314,,45,47,,22,90,,12,15,,6,21,,4.511627907,4.355555556,,4.380952381,4.306818182
9,9,10,2,7,2,468,4,4,5,4,3,4,3321,,50,29,,11,28,,10,8,,5,9,,4.040816327,3.896551724,,3.545454545,3.571428571
1,8,2,1,9,5,468,4,4,4,4,3,4,3318,,25,32,,15,50,,5,4,,3,9,,4.08,4.655172414,,3.6,3.62
10,10,10,0,10,2,469,5,5,5,1,5,4,3307,81,,40,68,,24,14,,8,14,,9,4.358024691,,4.256410256,4.390625,,3.5
8,0,8,0,7,0,469,5,5,4,4,4,5,3326,44,,20,40,,21,8,,4,5,,7,4.454545455,,3.95,4.4,,4.095238095
4,4,10,0,10,0,469,5,5,5,5,5,5,3327,90,,32,67,,32,10,,4,9,,7,4.297619048,,4.25,3.625,,5.074074074
8,8,8,0,8,0,471,4,4,4,4,4,4,3337,74,,75,21,,25,8,,6,5,,7,4.283783784,,4.066666667,4.333333333,,4.4
0,7,0,0,3,0,471,5,4,5,5,2,5,3336,138,,131,33,,26,16,,8,8,,6,4.028985507,,4.603053435,3.96969697,,3.846153846
5,0,0,0,10,0,471,5,5,5,5,5,5,3338,84,,10,5,,23,14,,3,3,,5,4.313253012,,3.9,4,,4.130434783
9,8,8,0,6,8,483,4,5,4,5,4,5,3448,119,13,,36,17,,15,7,,11,4,,4.235294118,4.076923077,,3.944444444,3.764705882,
8,8,9,0,10,0,483,3,4,4,5,5,1,3415,50,18,,23,36,,6,4,,6,6,,4.46,3.470588235,,3.913043478,4.083333333,
3,0,7,0,5,0,483,3,5,3,5,4,5,3344,102,21,,48,43,,13,5,,9,8,,4.333333333,4.333333333,,4.111111111,4.619047619,
8,,7,1,6,,484,4,,4,4,3,,3422,,,45,6,67,56,,,5,3,16,10,,,3.911111111,3.5,4.181818182,4.267857143
10,10,10,0,10,10,484,5,5,5,5,5,4,3423,,,10,5,26,41,,,4,4,10,12,,,3.5,3.8,3.307692308,4.073170732
5,2,8,0,10,1,484,3,4,2,5,5,4,3430,,,6,4,28,32,,,3,2,8,8,,,4,2.333333333,3.6,4.3125
3,7,10,5,8,0,485,3,3,5,3,3,4,3435,9,,31,8,17,,3,,5,2,4,,3.333333333,,4.233333333,2.75,5,
5,1,3,1,8,7,485,3,4,4,4,4,2,3412,8,,56,15,23,,4,,11,6,7,,3,,4.517857143,3.333333333,4.347826087,
7,10,10,3,5,1,485,4,5,5,4,4,4,3439,17,,41,42,54,,4,,6,7,9,,3.647058824,,4.763157895,4.025641026,4.79245283,
10,8,10,10,7,0,486,5,5,4,5,4,5,3444,,56,,110,71,7,,10,,10,9,2,,4.730769231,,4.733944954,5.014492754,4.857142857
0,8,8,0,4,0,486,4,4,4,5,3,5,3411,,9,,35,105,7,,3,,5,6,2,,3,,4.911764706,4.528846154,4.285714286
9,6,7,0,9,3,486,5,4,4,5,5,5,3461,,60,,36,51,23,,9,,5,8,4,,4.916666667,,4.5,4.745098039,4.652173913
10,6,10,5,7,0,487,5,5,5,5,5,5,3447,,,40,36,50,11,,,4,6,9,4,,,4.256410256,3.8,4.34,3.4
7,5,5,0,5,0,487,3,3,3,5,3,5,3452,,,26,42,49,6,,,2,6,7,3,,,3.923076923,4.285714286,3.638297872,3.166666667
4,7,10,0,3,0,487,3,3,5,4,4,5,3459,,,29,47,64,12,,,5,7,10,6,,,4.413793103,3.978723404,3.78125,5.916666667
8,2,6,1,7,8,489,3,4,3,4,4,4,3442,20,113,16,,34,,4,15,3,,5,,4.4,3.982142857,4.266666667,,2.939393939,
6,9,4,0,1,2,489,3,5,3,1,1,2,3416,11,103,10,,50,,3,10,4,,8,,4.5,5.090909091,5.25,,4.265306122,
9,9,9,0,5,5,489,4,4,4,5,3,3,3410,31,60,12,,23,,4,5,2,,4,,4.225806452,4.366666667,4.666666667,,4.5,
0,9,0,0,0,10,490,4,4,3,5,5,5,3434,,,13,27,39,3,,,3,8,8,2,,,3.230769231,3.851851852,4.538461538,3
5,2,10,2,7,0,490,3,4,5,4,4,5,3402,,,8,44,60,2,,,5,5,7,1,,,4.75,4.840909091,4.35,2.5
9,7,10,0,3,0,490,4,4,5,5,4,5,3421,,,22,55,66,18,,,4,4,6,3,,,3.952380952,3.963636364,4.061538462,4.0625
6,10,8,0,5,0,491,4,5,4,5,3,5,3414,,160,68,,68,26,,16,6,,6,8,,4.19375,4.268656716,,4.294117647,5.583333333
8,5,7,3,6,1,491,4,4,3,3,3,4,3409,,27,41,,32,21,,5,6,,5,6,,3.62962963,4.853658537,,3.741935484,3.619047619
7,5,3,0,6,0,491,3,4,3,4,3,4,3446,,47,93,,71,12,,8,6,,4,4,,3.765957447,4.440860215,,4.281690141,4.416666667
9,9,10,6,9,0,492,4,5,5,4,5,5,3438,29,40,14,68,,,6,6,6,7,,,4.482758621,4.289473684,4,4.147058824,,
10,5,10,0,5,0,492,4,5,5,5,5,5,3431,9,52,33,39,,,4,5,6,6,,,5,3.784313725,4.393939394,3.315789474,,
9,6,7,0,9,5,492,4,3,4,4,4,2,3460,15,3,32,13,,,4,1,6,4,,,3.785714286,3.5,4,4,,
8,10,7,0,8,8,493,4,4,3,5,3,4,3429,40,,10,,50,43,7,,5,,11,13,4.3,,3.6,,4.346938776,4.325581395
4,3,6,1,9,7,493,3,4,3,4,4,3,3436,54,,16,,81,37,6,,5,,9,3,4.358490566,,3.875,,4.6,4.108108108
6,3,8,3,2,0,493,3,4,4,4,4,5,3432,54,,28,,97,121,9,,6,,9,12,5.222222222,,3.214285714,,3.958762887,4.391666667
8,5,10,5,10,0,500,4,4,5,4,5,5,3575,,,13,144,18,123,,,5,15,5,13,,,4.692307692,4.118881119,4.5,4.268292683
7,2,10,0,9,9,500,3,3,4,5,4,5,3536,,,6,64,5,54,,,2,15,3,12,,,1.833333333,4.0625,4,4.37037037
9,7,9,5,9,7,500,4,4,4,3,4,3,3525,,,25,52,13,31,,,3,10,5,5,,,4.12,4.288461538,3.916666667,4.333333333
0,6,0,2,5,0,501,5,4,5,4,3,5,3603,140,138,,143,147,,15,20,,17,22,,4.326086957,4.086956522,,4.090909091,4.303448276,
8,8,6,0,6,0,501,4,5,3,5,5,5,3591,113,82,,65,67,,11,12,,10,10,,4.082568807,4.090909091,,4.174603175,3.861538462,
10,10,10,6,9,7,501,5,5,5,3,5,4,3585,175,74,,99,119,,23,13,,16,18,,4.108571429,4.347222222,,4.545454545,3.781512605,
8,2,10,0,6,0,502,4,4,5,5,4,5,3607,,,18,15,22,58,,,8,7,5,11,,,4.235294118,4,3.954545455,4.789473684
1,7,10,3,6,6,502,3,4,5,4,4,3,3587,,,50,74,55,69,,,7,11,5,8,,,4.18,4.246575342,4.290909091,4.867647059
7,8,10,2,8,0,502,3,4,4,4,4,4,3625,,,7,13,4,24,,,2,3,2,6,,,3.571428571,3.333333333,3.75,4.666666667
1,0,2,0,10,0,503,2,5,2,5,5,5,3616,54,34,20,,78,,8,7,4,,15,,4.351851852,4.5,3.75,,4.5,
10,10,10,0,10,0,503,5,5,5,5,5,4,3610,74,97,44,,54,,11,12,12,,16,,4.295774648,4,4.195121951,,4.6,
9,9,10,0,1,0,503,4,4,5,5,4,5,3612,51,32,12,,25,,14,11,7,,8,,3.588235294,4.0625,4.333333333,,4.48,
3,6,7,6,7,1,504,4,4,3,3,3,4,3608,,33,46,107,39,,,6,5,13,6,,,3.8125,3.847826087,4.009615385,4.756756757,
6,7,9,2,8,6,504,3,4,4,4,3,3,3613,,52,58,112,30,,,10,5,16,8,,,3.846153846,3.965517241,4.330357143,4.4,
